Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
org.mozilla.firefox	9901	StreamTrans #12	13135	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13136	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #12	13137	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13138	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13139	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13140	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13178	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13188	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13189	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13190	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13191	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13192	Task Dead	-0.000001	-0.000001	1
org.mozilla.firefox	9901	StreamTrans #13	13193	Task Dead	-0.000001	-0.000001	1
